2752,,
General,0.0.3,Damage Scaling will no longer affect Online Matches.
Zetterburn,0.0.8,Up Strong Fire Knockback: 8 Base 1.2 Scaling > 8 Base 1.3 Scaling. (Vertical Knockback Scaling changes actually lower this slightly)
Zetterburn,0.0.8,Forward Tilt Startup increased from 7 > 8 Frames. Wavedash forward tilt is a real terror thanks to the surprising range this attack has. We are bringing the startup in line with the reward.
Zetterburn,0.0.8,Up Special Travel Hitbox Knockback Scaling reduced from .6 to .5. It kills an edgeguarding opponent a bit too early. Does not feel great to die across the screen when missing an edgeguard on Zetterburn.
Zetterburn,0.0.8,Zetterburn’s initial dash time is increased from 10 > 14 frames to improve his dash dance.
Zetterburn,0.0.10,Dash Attack recovery remains at 9. Whiff Recovery of 18 Added.
Zetterburn,0.0.10,Forward Tilt final recovery remains at 3. Whiff Recovery of 8 Added.
Zetterburn,0.0.10,Forward Strong recovery remains at 21. Whiff Recovery of 30 Added.
Zetterburn,0.0.10,Forward Strong: 8 Base .7 Scaling > 8 Base .8 Scaling
Zetterburn,0.0.10,Forward Strong Fire: 8 Base 1.05 Scaling > 8 Base 1.1 Scaling
Zetterburn,0.0.10,Up Strong: 7 Base 1.1 Scaling > 8 Base 1.1 Scaling
Zetterburn,0.0.10,Up Strong Fire: Remains at 8 Base 1.3 Scaling
Zetterburn,0.0.10,Down Strong: 6 Base .85 Scaling > 8 Base .9 Scaling
Zetterburn,0.0.10,Down Strong Fire: 8 Base 1.05 Scaling > 8 Base 1.15 Scaling
Zetterburn,0.0.10,Down Strong Hit 1 can no longer be teched.
Zetterburn,0.0.10,Initial Dash Acceleration increased from 1 > 1.5.
Zetterburn,0.0.10,Dash Stop Friction decreased from 2 > 1.2.
Zetterburn,0.0.10,Dash Speed increased from 5.75 > 6.25.
Zetterburn,0.0.10,Neutral Special Charge Time increased from 35 to 40.
Zetterburn,0.0.10,Charged Neutral Special can no longer be jump cancelled during initial recovery window.
Zetterburn,0.0.10,Forward Strong hit 1 can no longer be crouch cancelled and will combo into hit 2 more reliably.
Zetterburn,0.0.10,Forward Special Recovery Reduced from 16 > 12.
Zetterburn,0.0.10,Forward Strong Startup Increased from 11 > 15.
Zetterburn,0.0.10,Bug Fix: Down Special Travel Hitbox now more consistent.
Zetterburn,0.0.12,Up Special time between last hit and travel hit reduced from 10 frames to 5 frames.
Zetterburn,0.0.12,Up Tilt now has a hitbox in the center that reaches above the lowest jumpthrough platforms.
Zetterburn,0.0.12,Down Strong Recovery increased from 20 > 22.
Zetterburn,0.0.12,Neutral Air Hit 1 and Hit 2 Hitbox radius increased from 55 > 65.
Zetterburn,0.0.12,Neutral Special Small Radius increased from 75 > 80.
Zetterburn,0.0.12,Neutral Special Final Recovery increased from 12 > 16. This period can no longer be jump cancelled when using charged Neutral Special.
Zetterburn,0.12.2,Neutral Special can once again no longer be jump cancelled if it was parried.
Zetterburn,0.12.2,Neutral Special can now be jump cancelled even if you initiate the attack during the first few frames of jump (which usually locks out double jump).
Zetterburn,0.13.0,The Fire Consume animation has been upgraded.
Zetterburn,0.13.0,Up Special Angles increased from 12 > 24. This gives Zetterburn mains more control during Up Special.
Zetterburn,0.13.0,Nspecial Charged Knockback changed from Base 7 Scaling .65 > Base 5 Scaling .8. This prevents the move from KOing as early while keeping it a solid option at high percents.
Zetterburn,0.13.0,Up Special Hurtbox while traveling reduced in size to match his visual.
Zetterburn,0.13.0,Forward Tilt Hitboxes and Hurtboxes adjusted to match the visual.
Zetterburn,0.13.0,Down Strong pre-charge startup increased from 2 > 3.
Zetterburn,0.13.0,Fireball Timer resets when parried. This allows parried fireballs to still be a threat to Zetterburn.
Zetterburn,0.13.0,Dair - KBG 40 > 50
Zetterburn,0.13.0,"Smash Attacks - Hitpause modifiers changed (base up, scaling down)"
Zetterburn,0.13.1,Champion Zetterburn Flames are slightly less transparent to increase visibility on some stages.
Zetterburn,0.13.1,Bug Fix: Champion Zetterburn now turns purple when parrying like the other colors do.
Zetterburn,0.13.1,Bug Fix: Zetterburn and Etalus no longer cause issues when they try to play Parry Volleyball with Zetterburn’s Fireball.
Zetterburn,0.13.2,Updated Walk and Idle Animations.
Zetterburn,0.13.2,Champion Zetterburn now has more transparency on his body and no transparency on his Fireball and Flame Carpet.
Zetterburn,0.13.2,Bug Fix: Fixed Forward Tilt’s extended Hurtbox.
Zetterburn,0.14.0,Aerial Dspecial now gives a forward and upward boost.
Zetterburn,0.14.0,Nair landing lag 10 > 7.
Zetterburn,0.14.0,Whiff landing lag added to Dair.
Zetterburn,0.14.0,"Uncharged Nspecial hitpause 7 > 3, making combos more fluid by allowing players to jump cancel it more consistently."
Zetterburn,0.14.0,Charged Nspecial can be jump-cancelled again.
Zetterburn,0.14.0,Charged Nspecial now has the same knockback as uncharged Nspecial. This is because charged Nspecial didn’t feel like an earned KO nor was it particularly fun to play against. Instead we are making it safe again but lowering its effectiveness at high percents.
Zetterburn,0.14.0,Charged Nspecial damage 8 > 10 (weaker hit 6 > 8).
Zetterburn,0.14.0,Nspecial charge time 40 > 35.
Zetterburn,0.14.0,Whifflag on Ustrong 0 > 30 (normally 20 endlag).
Zetterburn,0.14.0,Dair knockback scaling .5 > .65. This makes the spike more powerful than some of the others in the game giving Zetterburn a bit of off stage power to make up for the risk of being off stage.
Zetterburn,0.14.0,"Dair hitbox height 50 > 75 (reaches the same distance downward, but farther upward)."
Zetterburn,0.14.0,Uair sourspot hitbox resized and moved to match the animation better.
Zetterburn,0.14.0,Uair sweetspot moved to be in the center of the animation.
Zetterburn,0.14.0,Dspecial knockback scaling .65 > .55.
Zetterburn,0.14.0,Dspecial landing hitbox centered and resized 130x70 > 120x60.
Zetterburn,0.14.0,Bug Fix: Can no longer airdodge out of Uspecial after it was parried.
Zetterburn,0.14.0,"Bug Fix: Fixed hurtboxes for Uair, Ftilt, and Ustrong."
Zetterburn,0.14.1,Forward Strong whiff lag 30 > 24.
Zetterburn,0.14.1,Down Strong whiff lag 22 > 28.
Zetterburn,0.14.1,Uncharged Nspecial Hitpause Scaling: 0.1 > 0
Zetterburn,0.14.1,Charged Nspecial Damage: 8/6 > 10/8
Zetterburn,0.14.1,Charged Nspecial KBG: 0.8/0.35 > 0.2/0.1
Zetterburn,0.14.1,Jumpspeed: 11 > 10.99 (prevents Zetterburn full hop from sometimes reaching Blazing Hideouts platform)
Zetterburn,0.15.0,"All of Zetterburn's aerials autocancel on the last 5 frames of the attack except for the following: 
Zetterburn Fair: 6 frames of landing lag"
Zetterburn,0.15.0,"Whiff lag removed on everything but dash attacks
Ftilt: 3 recovery, 8 whiff > 3 recovery
Dattack: unchanged
Fsmash: 21 recovery, 24 whiff > 24 recovery
Dsmash: 22 recovery, 28 whiff > 26 recovery
Usmash: 20 recovery, 30 whiff > 28 recovery"
Zetterburn,0.15.0,Run speed 6.25 > 6.5
Zetterburn,0.15.0,Jab startup 5 > 4
Zetterburn,0.15.0,Dstrong first hitbox range reduced
Zetterburn,0.15.0,"When hitting Kragg's rock with Uspecial, it will send shards in the direction Zetterburn is moving"
Zetterburn,0.15.0,Uspecial multithit hitstun modifier x1 > x1.5 (Extends hitstun by 2 frames so an enemy Zetterburn can't trade with the final hitbox using Nspecial)
Zetterburn,0.15.0,Fspecial physical hitbox extended to match new animation
Zetterburn,0.15.0,Fspecial physical hit base knockback 5 > 8
Zetterburn,0.15.0,Fireball spawn point moved slightly back
Zetterburn,0.15.0,Fireball hitbox extended slightly backward (for the first frame only) to prevent sliding Fspecial from passing through opponents
Zetterburn,0.15.0,Fireball knockback scaling 0 > .1
Zetterburn,0.15.0,Dspecial landing hitbox reduced in size. No longer reaches below platforms.
Zetterburn,0.15.1,Zetterburn Fstrong Knockback Scaling .8 > .9
Zetterburn,0.15.1,Zetterburn Fire Fstrong Knockback Scaling 1.1 > 1.2
Zetterburn,0.15.2,Jab 1 startup increased from 4 to 5 frames.
Zetterburn,0.15.2,Forward Special Projectile Damage reduced from 4 > 2 on hit. Head hit damage reduced from 4 > 3.
Zetterburn,0.15.2,Parried fireballs now return at twice the speed.
Zetterburn,0.15.2,Down Special ground friction reduced to make ledge cancelling a bit more lenient.
Zetterburn,0.15.3,Zetter ustrong hitpause scaling 0 > .5.
Zetterburn,0.15.4,Zetterburn Down Special now restores his double jump when the dive starts. This allows him to down special into walls to improve his recovery mixups.
Zetterburn,0.15.5,Hit Cancelling mechanic added. Specific values can be found here: http://i.imgur.com/hb1OVAA.png
Zetterburn,0.15.7,Up Special Startup reduced from 20 > 16. Total hits increased from 8 > 10.
Zetterburn,0.15.7,Fair Sweet spot increased from 2 frames to 3 frames to match the swing visual.
Zetterburn,0.15.7,Walk Turn Animation Update.
Zetterburn,0.15.7,Up Tilt Animation Update.
Zetterburn,0.15.7,Custom Fire is now darker on other player’s outlines when they are on fire. This is to prevent hard to read flames from affecting your opponent.
Zetterburn,0.15.8,Down Strong has received a polish update to increase the frame count.
Zetterburn,0.15.8,Dash attack hitpause lowered to make teching it more consistent with other dash attacks.
Zetterburn,0.15.8,Zetterburn no longer loses his Uspecial after bouncing off the ground while using Uspecial.
Zetterburn,0.15.9,Charged Nspecial sourspot hitbox removed
Zetterburn,0.15.9,Charged Nspecial sweetspot active frames increased from 2 > 3 (effective active frames 7 > 3 after sourspot removal)
Zetterburn,0.15.9,Charged Nspecial size increased from 160 to 170 to better match the visual
Zetterburn,0.15.9,Forward Strong startup decreased from 15 > 13 frames.
Zetterburn,0.15.10,Neutral Air no longer pulls toward the center of the move.
Zetterburn,0.15.10,Neutral Air hits separated by 2 frames instead of 3 frames.
Zetterburn,1.0.3,Zetterburn’s Fstrong hit 1 is now properly untechable again
Zetterburn,1.1.2,"Dspecial no longer gives back your double jump immediately. Instead, it gives you your double jump 20 frames after the dive starts (noted by a white flash on Zetterburn)"
Zetterburn,1.1.2,"After 30 frames of Dspecial’s dive, you can cancel it with a double jump, an air dodge, or Uspecial (you can still walljump out as usual)."
Zetterburn,1.1.2,Dspecial no longer spawns a fire puddle when parried
Zetterburn,1.1.2,Dspecial hit 1 no longer stuns grounded opponents for unecessary lengths of time when trading
Zetterburn,1.1.2,Fair sweetspot can no longer reverse
Zetterburn,1.2.0,"Outward Sending Hitbox Normalization: Shine (charged and uncharged) knockback has been adjusted to be the same when hit from the side, but will now be a little stronger on the top and bottom. Increased from 5+.55 > 7+.65."
Zetterburn,1.2.0,"Wall jumping after down special has been reverted to give Zetterburn his jump back, but only once until he touches ground again."
Zetterburn,1.2.6,"Zetterburn can no longer jump during the first frame of charged Nspecial, causing the hitbox to not come out."
Zetterburn,1.3.0,"Press the dodge button during the first few frames of aerial Dspecial to cancel the move, removing all hitboxes but giving you only 16 landing lag frames instead of 26."
Zetterburn,1.3.0,Uair endlag increased from 8 > 10 on hit and 12 > 15 on whiff.
Zetterburn,1.3.0,Fstrong linking hitbox active frames increased from 3 > 5. This prevents fast characters from running straight through Fstrong.
Zetterburn,1.3.0,"Fstrong and Dstrong can now move players vertically during hitpause instead of just horizontally, preventing situations where the first strong hitbox would hit burned opponents, but the final fire-consuming hitbox would miss."
Zetterburn,1.3.0,Strong attacks no longer move opponents in hitstun if they aren’t on fire.
Zetterburn,1.3.0,Can no longer cancel Dspecial if it is parried.
Zetterburn,1.4.0,"Forward tilt hit 1 now pulls enemies inward during hitpause, allowing hit 2 to connect more consistently."
Zetterburn,1.4.0,Burn is now removed on parry.
Zetterburn,1.4.0,Bug fix: Forward Strong/Down Strong hit 1 now moves enemies during hitpause when connecting with the last frame of the hitbox.
Zetterburn,1.4.2,"Up Special multihits now force flinch with 1 less frame of flinch state than normal, so it doesn’t true combo into Dstrong."
Zetterburn,1.4.3,Jumping during the hitpause of Nspecial will always buffer a jump after hitpause ends. This is useful for jumping after hitting a pillar or activating the purple kill effect.
Zetterburn,1.4.3,Uspecial’s final hitbox now has knockback staling: BKB starts at 7 and goes down to 5 (the current value) by the end of movement. This makes early hit Uspecial stronger.
Zetterburn,1.4.3,Dspecial’s spike hitbox is no longer techable and forces a missed tech instead of bouncing the opponent off the ground.
Zetterburn,1.4.5,Up Special multihits SDI multiplier decreased from x1 > x0.5.
Zetterburn,1.4.5,Up Special multihits hitstun modifier increased from 1.5 > 2.0.
Zetterburn,1.4.5,Up Special no longer has 1 less frame of flinch state.
Zetterburn,1.4.6,Zetterburn Uspecial turbo cancel no longer raises him off the ground.
Zetterburn,1.4.9 - Hotfix,Ftilt hurtbox fixed (was bigger than the visual suggested)
Zetterburn,1.4.9 - Hotfix,Fstrong hit 1 extra hitpause: 0 > 6
Zetterburn,1.4.9 - Hotfix,Dstrong hit 1 extra hitpause: 0 > 6
Zetterburn,1.4.13,Fstrong’s hurtbox fixed.
Zetterburn,1.4.13,Uspecial’s multihits can no longer cause the purple kill effect.
Zetterburn,1.4.14,"Dspecial cancel can now drift during the initial flip if Zetterburn’s horizontal speed is low enough. This allows you to gain speed after momentum is killed by hitting a wall, but does not affect normal Dspecial cancel."
Zetterburn,1.4.20,"If Fspecial’s fireball hits an opponent after you start a strong attack, it will no longer activate the fire-consume hitbox on whiff."
Zetterburn,1.4.21,Fstrong hit 1 SDI multiplier adjusted from x1 > x0 (so the 2nd hit connects more consistently when the move is used at the ledge).
Zetterburn,1.4.21,Uspecial final hit knockback increased from 7+.5 > 8+.6.
Zetterburn,1.4.22,Uspecial final hit starting base knockback decreased from 8 > 7.
Zetterburn,1.4.22,Uspecial final hit final base knockback increased from 5 > 6.
Zetterburn,1.4.24,"Fstrong and Dstrong fire consume hitboxes angle adjusted from 361 > 45. It already used angle 45 almost all of the time due to the hitpause movement from the normal 2nd hit of both attacks, so this essentially removes a few unpredictable edge cases."
Zetterburn,1.4.24,"The burn effect can now be removed by parrying a projectile instead of just by parrying a physical hitbox."
Zetterburn,1.4.25,"Charged Nspecial knockback scaling increased from 0.2 > 0.4.
Dan: This change is to give Charged Nspecial some more use since we hardly see it except for the extended disjoint that it has over a standard Nspecial."
Zetterburn,1.4.25,"Uspecial final hit now has angle flipper 10 which is a new angle flipper that sends in the direction the player is moving.
Dan: This change is to remove janky and accidental KOs with Uspecial and also remove super safe KOs when near the edges."
